index,pred_key,pred_value,gt_key,gt_value,match
1870,material,,material,,True
1870,key_attributes,"['Warm', 'Anti Slip']",key_attributes,,False
1870,size,,size,,True
1870,model number,,model number,,True
1871,category,basketball shoes,category,,False
1871,brand,Li-Ning,brand,,False
1871,sizes,,sizes,,True
1871,upper material,,upper material,,True
1871,color,,color,,True
1871,lining material,,lining material,,True
1871,blank shoes color,,blank shoes color,,True
1871,intended_use,Basketball,intended_use,,False
1871,model,ALL IN TEAM 5 WADE,model,,False
1871,material,,material,,True
1872,category,ski suit,category,,False
1872,brand,,brand,,True
1872,sizes,,sizes,,True
1872,sport type,,sport type,,True
1872,item type,,item type,,True
1872,color,,color,,True
1872,gender,,gender,Men,False
1872,intended_use,mountain skiing,intended_use,,False
1872,material,,material,,True
1873,category,jaqueta esportiva,category,,False
1873,brand,Adidas,brand,,False
1873,sizes,,sizes,,True
1873,color,,color,,True
1873,intended_use,esportiva,intended_use,,False
1873,material,,material,,True
1873,model number,,model number,,True
1874,category,sneakers shoes,category,,False
1874,brand,PUMA,brand,,False
1874,brand name,,brand name,,True
1874,intended_use,Badminton Shoes,intended_use,,False
1874,item sport,,item sport,,True
1874,size,35.5-44,size,,False
1874,model number,,model number,,True
1875,category,sports bra,category,,False
1875,brand,,brand,,True
1875,sizes,"['S', 'M', 'L']",sizes,,False
1875,sport type,,sport type,,True
1875,color,,color,,True
1875,gender,,gender,Men,False
1875,material,,material,Polyester,False
1875,key_attributes,['quick dry'],key_attributes,,False
1876,category,bikini,category,,False
1876,brand,,brand,,True
1876,sizes,,sizes,,True
1876,sport type,,sport type,,True
1876,item type,,item type,,True
1876,color,,color,,True
1876,material,,material,,True
1876,key_attributes,"['Womens', 'Kids', 'Baby Girls', 'Toddler', 'Halter', 'Striped', 'Bow', 'High Waist', 'Swimwear', 'Beachwear']",key_attributes,,False
1876,lenses optical attribute,,lenses optical attribute,,True
1876,model number,,model number,,True
1877,category,shorts,category,,False
1877,brand,,brand,,True
1877,sizes,"['M', 'XXXL']",sizes,,False
1877,color,Camo,color,,False
1877,body material,,body material,,True
1877,material,Soft,material,,False
1877,back / side material,,back / side material,,True
1877,type,,type,Electric Guitar,False
1877,model number,,model number,,True
1878,category,Body Building,category,,False
1878,sizes,,sizes,,True
1878,outerwear type,,outerwear type,,True
1878,sport type,,sport type,,True
1878,color,,color,,True
1878,style,Hooded Fitness Yoga Tops,style,,False
1878,gender,Women,gender,Men,False
1878,intended_use,"Fitness, Running, Weight Loss",intended_use,,False
1878,material,,material,,True
1879,category,fishing line,category,,False
1879,brand,New 50m,brand,,False
1879,sport type,,sport type,,True
1879,brand name,,brand name,,True
1879,item type,,item type,,True
1879,fabric type,,fabric type,,True
1879,material,Fluorocarbon,material,,False
1879,length,50m,length,,False
1879,type,Fly Fishing Line,type,,False
1879,model number,,model number,,True
1880,category,calçados,category,,False
1880,brand,,brand,,True
1880,sizes,,sizes,,True
1880,color,,color,,True
1880,capacity,,capacity,20L,False
1880,material,,material,PVC,False
1880,key_attributes,"['Breathable', 'Height Increasing', 'Sports Shoes', 'Outdoor Jogging', 'Athletic Shoes', 'Comfort']",key_attributes,,False
1881,category,Soccer Cleats,category,,False
1881,brand,TF,brand,,False
1881,model_year,2018,model_year,,False
1881,intended_use,"Training, Soccer",intended_use,,False
1881,packaging,,packaging,6,False
1881,target_audience,Teenager,target_audience,,False
1882,category,hydration pack,category,,False
1882,brand,null,brand,,False
1882,sport type,,sport type,,True
1882,capacity,"['2.5L', '3L']",capacity,,False
1882,intended_use,"cycling, climbing, hiking",intended_use,,False
1882,material,TPU,material,,False
1883,category,soccer shoes,category,,False
1883,brand,,brand,,True
1883,sport type,,sport type,,True
1883,color,blue orange,color,,False
1883,hose height,,hose height,,True
1883,gender,,gender,Men,False
1883,intended_use,football,intended_use,,False
1883,material,,material,,True
1884,category,shorts,category,,False
1884,brand,Picemice,brand,,False
1884,sizes,,sizes,,True
1884,color,solid,color,,False
1884,features,['Quick Dry'],features,,False
1884,gender,,gender,Men,False
1884,intended_use,"Yoga, Sport",intended_use,,False
1884,athletic shoe type,,athletic shoe type,,True
1884,material,elastic,material,,False
1884,model number,,model number,,True
1885,category,Fishing Lures,category,,False
1885,outerwear type,,outerwear type,,True
1885,color,,color,,True
1885,gender,,gender,Women,False
1885,intended_use,,intended_use,,True
1885,quantity,15pcs per Set,quantity,,False
1885,material,,material,,True
1885,set_type,Assorted Sizes,set_type,,False
1886,category,Fishing lures,category,,False
1886,brand,,brand,,True
1886,weight,9G,weight,,False
1886,brand name,,brand name,,True
1886,hook_type,Treble hooks,hook_type,,False
1886,gender,,gender,Men,False
1886,intended_use,surface fishing,intended_use,,False
1886,material,Plastic,material,,False
1886,feature,,feature,Breathable,False
1886,shape,Wobbler,shape,,False
1886,size,8CM,size,,False
1887,category,Game Toy,category,,False
1887,brand name,,brand name,,True
1887,gender,,gender,Women,False
1887,intended_use,"['Club', 'Bar', 'Gambling', 'Recreating', 'Amusing']",intended_use,,False
1887,quantity,100pcs/lot,quantity,,False
1887,size,10mm,size,,False
1888,category,yoga pants/leggings,category,,False
1888,brand,,brand,,True
1888,sports type,,sports type,,True
1888,color,spice light,color,,False
1888,intended_use,"yoga, fitness, dance",intended_use,,False
1888,feature,,feature,Quick Dry,False
1889,category,cookware,category,,False
1889,brand,,brand,,True
1889,sizes,,sizes,,True
1889,sport type,,sport type,,True
1889,color,,color,,True
1889,gender,,gender,Girls,False
1889,intended_use,Camping,intended_use,,False
1889,material,,material,,True
1889,pattern type,,pattern type,,True
1889,model number,,model number,,True
1890,category,jaqueta,category,,False
1890,brand,SPT,brand,,False
1890,sizes,,sizes,,True
1890,sport type,,sport type,,True
1890,item type,,item type,,True
1890,color,,color,,True
1890,gender,,gender,Men,False
1890,intended_use,"running, yoga, fitness",intended_use,,False
1890,material,,material,,True
1891,category,ferramentas de camping,category,,False
1891,brand,Tools Outdoor Cooking,brand,,False
1891,outerwear type,,outerwear type,,True
1891,sport type,,sport type,,True
1891,collar,,collar,Hooded,False
1891,gender,,gender,Women,False
1891,material,stainless steel,material,,False
1891,key_features,Retractable,key_features,,False
1892,category,skateboarding shoes,category,,False
1892,brand,MSFAIR,brand,,False
1892,style,Flat,style,,False
1892,gender,"['Women', 'Men']",gender,,False
1892,material,cow leather,material,Carbon Fiber,False
1893,weight,"['20g', '30g', '35g']",weight,,False
1893,color,Green Light Luminous,color,,False
1893,gender,,gender,Men,False
1893,athletic shoe type,,athletic shoe type,,True
1893,intended_use,Night Fishing,intended_use,,False
1893,material,EVA,material,,False
1894,category,Dices,category,,False
1894,brand,,brand,,True
1894,color,,color,,True
1894,intended_use,"Dungeons and Dragons RPG Games, Outdoor Party",intended_use,,False
1894,athletic shoe type,,athletic shoe type,,True
1894,material,Polyhedral,material,,False
1894,size,,size,,True
1895,category,calçado de futebol,category,,False
1895,brand,TIEBAO,brand,,False
1895,color,,color,OD,False
1895,intended_use,futebol,intended_use,,False
1895,material,rubber,material,,False
1895,outsole,TF rubber,outsole,,False
1895,type,,type,Hydration Pack,False
1896,category,Fishing hooks,category,,False
1896,brand,DEEP PASSION,brand,,False
1896,gender,,gender,Men,False
1896,intended_use,Carp Sea Fishing,intended_use,,False
1896,athletic shoe type,,athletic shoe type,,True
1896,quantity,10pcs,quantity,,False
1896,material,Stainless Steel,material,,False
1897,category,running shoes,category,,False
1897,brand,CAMEL,brand,,False
1897,sport type,,sport type,,True
1897,item type,,item type,,True
1897,features,"['Comfortable', 'Lightweight', 'Breathable', 'Anti-slippery']",features,,False
1897,gender,,gender,Women,False
1897,intended_use,"Running, Walking, Jogging",intended_use,,False
1897,material,Mesh,material,,False
1897,pattern type,,pattern type,,True
1898,category,biquínis,category,,False
1898,brand,Minimalism,brand,,False
1898,bottom_style,bandage,bottom_style,,False
1898,brand name,,brand name,,True
1898,style,striped,style,,False
1898,intended_use,piscina/praia,intended_use,,False
1898,top_style,halter top,top_style,,False
1898,type,bikini sets,type,,False
1898,model number,,model number,,True
1899,category,vestido de banho,category,Lure,False
1899,brand,,brand,,True
1899,sizes,,sizes,,True
1899,color,,color,,True
1899,intended_use,baño,intended_use,,False
1899,material,,material,,True
1900,category,tênis esportivo,category,,False
1900,brand,Jordan,brand,,False
1900,sizes,"['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47']",sizes,,False
1900,size,,size,10mm,False
1900,gender,"['Women', 'Men']",gender,,False
1900,intended_use,Outdoor Sports,intended_use,,False
1900,type,,type,Dice,False
1901,category,óculos de neve,category,,False
1901,brand,Mountainskin,brand,,False
1901,sizes,,sizes,,True
1901,sport type,,sport type,,True
1901,color,UV400,color,,False
1901,features,['Anti-fog'],features,,False
1901,gender,,gender,Women,False
1901,intended_use,esportivo,intended_use,,False
1901,material,Double Outdoor Sport Anti-fog,material,,False
1902,category,Fishing Tackle,category,,False
1902,brand,YeMuLang,brand,,False
1902,weight,"['4.5g', '6g', '8.5g', '11g', '12.5g', '18g']",weight,,False
1902,color,Three Colors,color,,False
1902,capacity,,capacity,1-2,False
1902,style,,style,Outdoor,False
1902,intended_use,VIB Fishing,intended_use,,False
1903,category,Clothing,category,,False
1903,sport type,,sport type,,True
1903,outerwear type,,outerwear type,,True
1903,thinness,Ultra Thin,thinness,,False
1903,sleeves,Long Sleeves,sleeves,,False
1903,gender,,gender,Women,False
1903,intended_use,"Fishing, Hiking, Cycling",intended_use,,False
1903,material,Quick Dry Breathable,material,,False
1904,category,biquini,category,,False
1904,brand,,brand,,True
1904,type 2,,type 2,Portable Fire Starter,False
1904,color,transparent,color,,False
1904,styles,['6 Styles'],styles,,False
1905,category,basketball jersey,category,,False
1905,brand,VTURE,brand,,False
1905,upper material,,upper material,,True
1905,color,black,color,,False
1905,design,Movie #33,design,,False
1905,lining material,,lining material,,True
1905,athletic shoe type,,athletic shoe type,,True
1905,material,,material,,True
1905,model number,,model number,,True
1906,category,óculos de proteção,category,,False
1906,brand,,brand,,True
1906,sizes,,sizes,,True
1906,upper material,,upper material,Cow Leather,False
1906,suitable crowd,,suitable crowd,Women&amp;Men,False
1906,color,,color,,True
1906,intended_use,esportes de inverno,intended_use,,False
1906,athletic shoe type,,athletic shoe type,,True
1906,material,,material,,True
1906,heel type,,heel type,,True
1907,category,basketball jersey,category,,False
1907,brand,Punahou High,brand,,False
1907,product type,,product type,,True
1907,brand name,,brand name,,True
1907,color,white blue,color,,False
1907,intended_use,basketball,intended_use,,False
1907,model,#23,model,,False
1907,type,,type,Fishing Float,False
1908,category,kayak equipment,category,,False
1908,brand,,brand,,True
1908,material,,material,,True
1908,type,,type,Dice,False
1908,key_attributes,"['skeg tracking fin', 'integral fin', 'Watershed Board', 'canoe boat']",key_attributes,,False
1908,size,210*65mm,size,,False
1908,model number,,model number,,True
1909,category,Play House,category,,False
1909,brand,ZS7-193,brand,,False
1909,sizes,,sizes,,True
1909,outsole material,,outsole material,,True
1909,color,Blue,color,,False
1909,intended_use,Children's Play Tent,intended_use,,False
1909,material,,material,,True
1910,category,basketball jersey,category,,False
1910,brand,,brand,,True
1910,brand name,,brand name,,True
1910,year,1996,year,,False
1910,pack,,pack,10PC,False
1910,players,"['Hardaway', 'Hill', 'Miller', 'Barkley', 'Pippen', 'Malone', ""O'neal"", 'Olajuwon']",players,,False
1910,model,1996 Atalanta Usa Dream Team,model,,False
1911,category,biquíni,category,,False
1911,brand,Bather,brand,,False
1911,upper material,,upper material,,True
1911,color,pink,color,,False
1911,style,tummy cut out,style,,False
1911,gender,,gender,Men,False
1911,intended_use,piscina/praia,intended_use,,False
1911,athletic shoe type,,athletic shoe type,,True
1911,feature,,feature,Breathable,False
1911,type,one piece swimsuit,type,,False
1912,category,guitarra elétrica,category,,False
1912,brand,Factory Wholesale,brand,,False
1912,brand name,,brand name,,True
1912,color,Cherry Sunburst,color,,False
1912,features,neck-thru-body,features,,False
1912,pickups,2 EMG Pickups,pickups,,False
1912,shape,Unusual Shaped Flying V,shape,,False
1913,category,Wrist Straps,category,,False
1913,brand,Genuine Leather,brand,,False
1913,sport type,,sport type,,True
1913,gender,,gender,Girls,False
1913,intended_use,"Weightlifting, Fitness, Gym",intended_use,,False
1913,material,Leather,material,,False
1914,category,tênis de skate,category,,False
1914,brand,Vans,brand,,False
1914,sizes,,sizes,,True
1914,color,,color,,True
1914,gender,,gender,Men,False
1914,athletic shoe type,,athletic shoe type,,True
1914,material,,material,,True
1914,key_attributes,"['Breathable', 'Non-slip']",key_attributes,,False
1914,size,,size,36-47,False
1915,category,jaqueta de corrida,category,,False
1915,brand,Li-Ning,brand,,False
1915,sport type,,sport type,,True
1915,gender,,gender,Men,False
1915,intended_use,Corrida,intended_use,,False
1915,model,AWYN001,model,,False
1915,material,Knit,material,,False
1916,category,guitarra,category,Lure,False
1916,brand,ES,brand,,False
1916,color,Sunburst,color,,False
1916,string_count,6,string_count,,False
1916,model,ES 175,model,,False
1916,type,,type,Artificial Bait,False
1916,model number,,model number,,True
1917,category,Pool Accessory,category,,False
1917,brand,New,brand,,False
1917,accessories,Billiards Accessories,accessories,,False
1917,design,Open Three Finger,design,,False
1917,hand,Left Hand,hand,,False
1917,gender,,gender,Men,False
1918,category,Barbecue accessories,category,,False
1918,brand,,brand,,True
1918,sizes,,sizes,,True
1918,sport type,,sport type,,True
1918,color,,color,,True
1918,gender,,gender,Women,False
1918,intended_use,cooking gas regulator,intended_use,,False
1918,material,,material,,True
1918,model number,,model number,,True
1919,category,shoes,category,,False
1919,brand,Europe,brand,,False
1919,brand name,,brand name,,True
1919,sport type,,sport type,,True
1919,gender,,gender,Men,False
1919,intended_use,walking,intended_use,,False
1920,category,sports bra,category,,False
1920,brand,,brand,,True
1920,sizes,,sizes,,True
1920,sport type,,sport type,,True
1920,color,,color,,True
1920,gender,,gender,Men,False
1920,intended_use,"yoga, sports",intended_use,,False
1920,material,,material,,True
1920,lenses optical attribute,,lenses optical attribute,,True
1921,category,Fishing equipment,category,,False
1921,brand,,brand,,True
1921,sport type,,sport type,,True
1921,fabric type,,fabric type,,True
1921,features,['telescopic pole holder'],features,,False
1921,23,,23,Barack Obama,False
1921,material,aluminum alloy,material,,False
1922,category,swimwear,category,,False
1922,brand,SLINX,brand,,False
1922,sizes,"['S', 'L', '2XL']",sizes,,False
1922,color,black,color,,False
1922,type,,type,Tracking Fin,False
1923,category,swimwear,category,,False
1923,brand,,brand,,True
1923,color,,color,,True
1923,style,,style,Outdoor,False
1923,intended_use,swimming,intended_use,,False
1923,material,,material,,True
1923,neckline,Deep V Neck,neckline,,False
1923,size,,size,,True
1923,model number,,model number,,True
1924,category,shorts,category,,False
1924,brand,WOSAWE,brand,,False
1924,sizes,,sizes,,True
1924,sport type,,sport type,,True
1924,fabric type,,fabric type,,True
1924,color,,color,,True
1924,material,,material,,True
1924,key_attributes,"['Summer', ""Men's Sports Running Shorts"", 'Quick Dry', 'Breathable', 'Jogging', 'GYM', 'Workout']",key_attributes,,False
1924,model number,,model number,,True
1925,category,ski suit,category,,False
1925,brand,SAENSHING,brand,,False
1925,windproof,True,windproof,,False
1925,waterproof,True,waterproof,,False
1925,intended_use,snowboarding,intended_use,,False
1925,material,Chaqueta Ski Mujer Ropa,material,,False
1925,model number,,model number,,True
1926,category,calças esportivas,category,,False
1926,brand,,brand,,True
1926,sizes,,sizes,,True
1926,color,preto,color,,False
1926,intended_use,corrida,intended_use,,False
1926,material,elástico,material,,False
1926,key_attributes,"['alta cintura', 'elasticidade', 'fitness']",key_attributes,,False
1926,bow material,,bow material,,True
1926,type,,type,Electric Guitar,False
1927,category,basketball shoes,category,,False
1927,brand,Nike,brand,,False
1927,color,Dark Blue,color,,False
1927,key_attribute,Shock Absorption,key_attribute,,False
1927,model,Air Jordan 11 Retro Low,model,,False
1927,material,Lightweight,material,,False
1927,sport,,sport,Weightlifting,False
1928,category,shorts,category,,False
1928,brand,LeBron James,brand,,False
1928,sizes,,sizes,,True
1928,color,,color,,True
1928,gender,,gender,Men,False
1928,material,,material,,True
1928,key_attributes,"['pocket', 'quick dry', 'breathable', 'running', 'training', 'gym', 'sport']",key_attributes,,False
1928,model number,,model number,,True
1929,category,beachwear,category,,False
1929,sport type,,sport type,,True
1929,outerwear type,,outerwear type,,True
1929,color,solid color,color,,False
1929,gender,,gender,Men,False
1929,intended_use,swimwear,intended_use,,False
1929,model number,,model number,,True
1930,category,sneakers,category,,False
1930,brand,,brand,,True
1930,intended_use,"Latin Sports, Dancing",intended_use,,False
1930,size,23-45,size,,False
1930,model number,,model number,,True
1931,category,basketball jersey,category,,False
1931,brand,TIM VAN STEENBERGE,brand,,False
1931,color,white,color,,False
1931,model,Aaliyah 19,model,,False
1931,sport,,sport,Snooker,False
1931,event,Sixth Annual Rock N&#39; Jock B-Ball Jam,event,,False
1932,category,tents,category,,False
1932,brand,Naturehike,brand,,False
1932,color,,color,,True
1932,style,,style,Outdoor,False
1932,intended_use,"camping, beach shower, fishing",intended_use,,False
1932,material,,material,,True
1932,size,,size,,True
1933,category,sneakers,category,,False
1933,brand,PUMA,brand,,False
1933,intended_use,Badminton Shoes,intended_use,,False
1933,athletic shoe type,,athletic shoe type,,True
1933,size,40-44,size,,False
1934,category,clothes,category,,False
1934,brand,Adsmoney,brand,,False
1934,sports type,,sports type,,True
1934,closure type,,closure type,,True
1934,gender,"['men', 'women']",gender,,False
1934,intended_use,fitness,intended_use,,False
1934,material,breathable,material,Yoga Bra,False
1934,model number,,model number,,True
1935,category,guitarra elétrica,category,,False
1935,brand,Jackson,brand,,False
1935,hardware,Golden hardware,hardware,,False
1935,model number,,model number,,True
1935,features,['maple top'],features,,False
1935,shipping,Free shipping,shipping,,False
1935,strings,6,strings,,False
1935,neck,custom Maple neck,neck,,False
1936,category,óculos de ciclismo,category,,False
1936,brand,100%,brand,,False
1936,sport type,,sport type,,True
1936,brand name,,brand name,,True
1936,color,Polarized,color,,False
1936,s,,s,S/L/2XL,False
1936,intended_use,Mountain Bike,intended_use,,False
1936,model,speedcraft,model,,False
1936,material,plastic,material,,False
1937,category,tent,category,,False
1937,brand,,brand,,True
1937,sport type,,sport type,,True
1937,color,camuflagem,color,,False
1937,promotion,promoção,promotion,,False
1937,gender,,gender,Women,False
1937,intended_use,observacao de aves/fotografia ao ar livre,intended_use,,False
1937,material,Hide,material,,False
1938,category,shorts,category,,False
1938,brand,EU Brand,brand,,False
1938,sizes,,sizes,,True
1938,sport type,,sport type,,True
1938,item type,,item type,,True
1938,brand name,,brand name,,True
1938,color,,color,,True
1938,material,,material,,True
1938,key_attributes,"['Quick Dry', 'Reflective']",key_attributes,,False
1939,category,bikini,category,,False
1939,brand,New Girls,brand,,False
1939,brand name,,brand name,,True
1939,pattern,Rabbit,pattern,,False
1939,intended_use,swimwear,intended_use,,False
1940,category,Lure,category,,False
1940,sport type,,sport type,,True
1940,gender,,gender,Women,False
1940,intended_use,Fishing,intended_use,,False
1940,quantity,6 Bundles,quantity,,False
1940,material,silicone,material,,False
1941,category,calçados de basquete,category,,False
1941,brand,,brand,,True
1941,brand name,,brand name,,True
1941,color,,color,,True
1941,upper height,,upper height,,True
1941,gender,,gender,Men,False
1941,intended_use,basquete,intended_use,,False
1941,athletic shoe type,,athletic shoe type,,True
1941,material,,material,,True
1941,size,,size,,True
1941,model number,,model number,,True
1942,category,golf grip tape,category,,False
1942,brand,Professional,brand,,False
1942,sport type,,sport type,,True
1942,item type,,item type,,True
1942,features,"['Double sided', 'Pre-cut rubber strips', 'Strong adhesiveness']",features,,False
1942,quantity,13 Pcs/set,quantity,,False
1943,category,Billiard Accessories,category,,False
1943,brand,China,brand,,False
1943,color,Black,color,,False
1943,holes,2,holes,,False
1943,intended_use,Pool Cue Case,intended_use,,False
1943,material,PU,material,,False
1943,pattern type,,pattern type,,True
1943,shape,Cylinder Tube,shape,,False
1943,size,81.5cm Length,size,,False
1944,category,yoga,category,,False
1944,brand,,brand,,True
1944,sizes,,sizes,,True
1944,color,,color,,True
1944,gender,,gender,Women,False
1944,intended_use,Yoga,intended_use,,False
1944,athletic shoe type,,athletic shoe type,,True
1944,material,,material,,True
1945,category,lure,category,,False
1945,brand,MEREKING,brand,,False
1945,weight,0.6g,weight,,False
1945,sport type,,sport type,,True
1945,intended_use,Carp Fishing,intended_use,,False
1945,quantity,10pcs,quantity,,False
1945,material,silicone,material,,False
1945,type,Wobblers,type,,False
1945,size,50mm,size,,False
1945,model number,,model number,,True
1946,category,sports bra,category,,False
1946,brand,,brand,,True
1946,sizes,,sizes,,True
1946,brand name,,brand name,,True
1946,color,,color,,True
1946,style,,style,Outdoor,False
1946,intended_use,"yoga, running, fitness",intended_use,,False
1946,material,,material,,True
1947,category,rail section,category,,False
1947,brand,,brand,,True
1947,brand name,,brand name,,True
1947,color,"['black', 'Red']",color,,False
1947,slots,"['3', '5', '7']",slots,,False
1947,intended_use,Keymod Handguard Mount,intended_use,,False
1947,material,aluminum,material,,False
1948,category,basketball shoes,category,,False
1948,brand,Li-Ning,brand,,False
1948,sport type,,sport type,,True
1948,item type,,item type,,True
1948,model,DESERT EAGLE,model,,False
1948,material,Rubber,material,,False
1948,key_attributes,"['TUFF Wearable', 'Comfort Support', 'On Court']",key_attributes,,False
1949,category,Equipamentos de Armas,category,,False
1949,brand,,brand,,True
1949,color,,color,,True
1949,intended_use,Mount para lanterna de laser,intended_use,,False
1949,material,,material,,True
1949,type,,type,Electric Guitar,False
1949,key_attributes,"['25.4mm', 'Scope Flashlight Ring Mount', '20mm RIS Rail Dovetail Laser Light Adapter Weaver Rail Base Mount']",key_attributes,,False
1949,size,,size,,True
1950,category,calçados esportivos,category,,False
1950,brand,Beita Brand,brand,,False
1950,sizes,,sizes,,True
1950,sport type,,sport type,,True
1950,item type,,item type,,True
1950,color,,color,,True
1950,intended_use,basquete,intended_use,,False
1950,material,,material,,True
1950,key_attributes,"['Air Cushion', 'Men', 'Athletic']",key_attributes,,False
1951,category, sapatilha ciclismo,category,,False
1951,brand,TIEBAO,brand,,False
1951,sizes,,sizes,,True
1951,color,,color,,True
1951,tent size,,tent size,Single,False
1951,intended_use,cycling,intended_use,,False
1951,material,,material,,True
1951,key_attributes,"['winter', 'self-locking ankle boots']",key_attributes,,False
1951,layers,,layers,Single,False
1952,category,scope mounts,category,,False
1952,brand,FIRE WOLF,brand,,False
1952,sport type,,sport type,,True
1952,brand name,,brand name,,True
1952,item type,,item type,,True
1952,model,High Accuracy 24.5/30mm,model,,False
1952,material,,material,,True
1952,key_attributes,"['Universal', 'One-piece Offset', 'Dual Ring', 'Angel and Level Instrument']",key_attributes,,False
1952,size,24.5/30mm,size,,False
1953,category,Golf,category,,False
1953,sport type,,sport type,,True
1953,gender,,gender,Girls,False
1953,intended_use,Training Hitting Pad Practice,intended_use,,False
1953,material,Rubber,material,,False
1953,size,60cm x 30cm,size,,False
1954,category,bike parts,category,Lure,False
1954,brand,GUB,brand,,False
1954,quantity,10pcs/lot,quantity,,False
1954,type,Derailleur Brake Wire Cable Line,type,,False
1954,size,"['4mm', '5mm']",size,,False
1955,category,cap,category,,False
1955,brand,null,brand,,False
1955,sizes,null,sizes,,False
1955,color,null,color,,False
1955,upper height,,upper height,,True
1955,style,,style,Men Basketball Shoes,False
1955,gender,,gender,Men,False
1955,intended_use,summer,intended_use,,False
1955,athletic shoe type,,athletic shoe type,,True
1955,material,mesh,material,,False
1956,category,helmet,category,,False
1956,brand,Safurance Outdoor,brand,,False
1956,sizes,,sizes,,True
1956,color,,color,,True
1956,intended_use,"Mountain Rock Climbing, Water Sports, Rescue Safety",intended_use,,False
1956,material,,material,Tape,False
1956,model number,,model number,,True
1957,category,running shoes,category,,False
1957,brand,ZHENZU,brand,,False
1957,maintenance tools category,,maintenance tools category,,True
1957,rod box material,,rod box material,,True
1957,color,,color,,True
1957,gender,female,gender,,False
1957,intended_use,"jogging, walking",intended_use,,False
1957,material,,material,,True
1957,sport,,sport,Pool,False
1957,size,35-41,size,,False
1958,category,Camisa de acampamento/trekking,category,,False
1958,brand,ROYALWAY,brand,,False
1958,sport type,,sport type,,True
1958,color,Checked,color,,False
1958,gender,,gender,Women,False
1958,intended_use,Camping/Hiking,intended_use,,False
1958,material,,material,,True
1958,key_attributes,['Quick Dry'],key_attributes,,False
1958,sleeve length(cm),,sleeve length(cm),,True
1959,category,electric mountain bike,category,Lure,False
1959,brand,Kalosse,brand,,False
1959,brand name,,brand name,,True
1959,weight,,weight,0.6g,False
1959,power,350W,power,,False
1959,model,Folding frame,model,,False
1959,type,,type,Artificial Bait,False
1959,speed,30 speed,speed,,False
1959,voltage,48V,voltage,,False
1959,length,,length,,True
1959,size,M610,size,,False
1960,category,soccer shoes,category,,False
1960,brand,,brand,,True
1960,sizes,,sizes,,True
1960,sports type,,sports type,,True
1960,color,,color,,True
1960,intended_use,training,intended_use,,False
1960,material,,material,,True
1961,category,shoes,category,,False
1961,brand,MVP Boy,brand,,False
1961,color,,color,,True
1961,intended_use,sport,intended_use,,False
1961,material,,material,,True
1961,material:,,material:,Aluminum,False
1961,guide type:,,guide type:,,True
1961,guide type,,guide type,,True
1961,size,,size,,True
1961,model number,,model number,,True
1962,category,Water bag,category,,False
1962,brand,,brand,,True
1962,outsole material,,outsole material,,True
1962,capacity,5L,capacity,,False
1962,gender,,gender,Men,False
1962,intended_use,"Outdoor camping, Hiking, Survival, Hydration Storage",intended_use,,False
1962,athletic shoe type,,athletic shoe type,,True
1962,material,,material,,True
1962,size,,size,,True
1963,category,basketball shoes,category,,False
1963,brand,Nike,brand,,False
1963,sizes,,sizes,,True
1963,color,,color,,True
1963,ring diameter,,ring diameter,,True
1963,intended_use,Basketball,intended_use,,False
1963,model,Air Jordan 13,model,,False
1964,category,skateboarding shoes,category,,False
1964,brand,JINBEILE,brand,,False
1964,heel,High Heel,heel,,False
1964,style,Hip Hop Sneakers,style,,False
1964,gender,,gender,Men,False
1964,intended_use,Skateboarding,intended_use,,False
1964,athletic shoe type,,athletic shoe type,,True
1965,category,jaqueta de corrida,category,,False
1965,brand,,brand,,True
1965,sizes,,sizes,,True
1965,color,,color,,True
1965,gender,,gender,Men,False
1965,intended_use,corrida,intended_use,,False
1965,athletic shoe type,,athletic shoe type,,True
1965,material,Spandex,material,,False
1966,category,gym bag,category,,False
1966,brand,Hot Top,brand,,False
1966,brand name,,brand name,,True
1966,gender,men/women,gender,,False
1966,intended_use,"training, travel, fitness, yoga",intended_use,,False
1966,material,canvas,material,,False
1967,category,rod de pesca,category,,False
1967,brand,RoseWood,brand,,False
1967,derivative series,,derivative series,,True
1967,test_strength,2-5LB,test_strength,,False
1967,sections,2,sections,,False
1967,weight_range,0.8-5g,weight_range,,False
1967,tip_design,Double Tips,tip_design,,False
1967,length,2.1m,length,,False
1967,free_item,One Free,free_item,,False
1968,category,basketball jersey,category,,False
1968,brand,null,brand,,False
1968,brand name,,brand name,,True
1968,color,null,color,,False
1968,model,2018-19 new Men's #13 James Harden #7 Carmelo Anthony Throwback Basketball Jersey,model,,False
1968,size,"['XXS', 'XXL']",size,,False
1969,category,leggings,category,,False
1969,brand,,brand,,True
1969,sizes,,sizes,,True
1969,item type,,item type,,True
1969,color,Forest Leaf,color,,False
1969,pattern,Banana Leaves Prints,pattern,,False
1969,intended_use,"GYM Fitness, Yoga Pants",intended_use,,False
1969,material,elastic,material,,False
1969,strap type,,strap type,,True
1970,category,bikini,category,,False
1970,brand,,brand,,True
1970,sizes,,sizes,,True
1970,color,,color,,True
1970,material,,material,,True
1970,key_attributes,"['Push-up Padded Bra', 'Swimsuit', 'Striped Print', 'Low Waist', 'Backless']",key_attributes,,False
1970,sport,,sport,Rock Climbing,False
1970,type,,type,Helmet,False
1971,category,fishing line,category,,False
1971,brand,JOSBY,brand,,False
