unique_id,id,dataset,split,text,source,category,similarity_score,candidate_example,candidate_text,values_indices,json_answer,attributes,attributes_values,values
1802921,B0041RNVBS,mave,train,This Betty Boop night light is perfect for a dark hallway or bathroom. A porcelain cylindrical night light displays Betty Boop and her dog Pudgy. It features an on/off switch and an easily replaceable seven watt bulb. The night light is UL Certified for safety and quality. This product is officially licensed Betty Boop merchandise.,description,,,,,,"{""brand"": ""official license of Betty Boop merchandise"", ""category"": ""night light"", ""material"": ""porcelain"", ""features"": [""cylindrical"", ""displays Betty Boop and her dog Pudgy"", ""on/off switch"", ""easily replaceable seven watt bulb""], ""safety"": ""UL Certified for safety and quality""}","['brand', 'category', 'material', 'features', 'safety']","attribute: brand, value: official license of Betty Boop merchandise | attribute: category, value: night light | attribute: material, value: porcelain | attribute: features, value: ['cylindrical', 'displays Betty Boop and her dog Pudgy', 'on/off switch', 'easily replaceable seven watt bulb'] | attribute: safety, value: UL Certified for safety and quality","['official license of Betty Boop merchandise', 'night light', 'porcelain', ['cylindrical', 'displays Betty Boop and her dog Pudgy', 'on/off switch', 'easily replaceable seven watt bulb'], 'UL Certified for safety and quality']"
268905,B00BJBACCA,mave,train,"Avid travelers love the convenience and quality of our East Side Collection On-The-Go Pet Rolling Backpacks. Durable rolling backpack carrier is made of luggage-quality fabric and can be worn as a backpack or rolled along like luggage with the telescoping handle. Self-locking zippers Rollback privacy flap Storage pocket Interior collar clip Removable Berber mat Each East Side Collection On-The-Go Rolling Backpack includes a hangtag for easy retail display. Coordinating Carry-On Pet Bags and Duffle Bag Pet Carriers are also available, sold separately. See the Specifications tab for product details.",description,,,,,,"{""brand"": ""East Side Collection"", ""category"": ""pet backpack"", ""material"": ""luggage-quality fabric"", ""features"": [""rolling"", ""wear as a backpack"", ""telescoping handle"", ""self-locking zippers"", ""Rollback privacy flap"", ""Storage pocket"", ""Interior collar clip"", ""Removable Berber mat""]}","['brand', 'category', 'material', 'features']","attribute: brand, value: East Side Collection | attribute: category, value: pet backpack | attribute: material, value: luggage-quality fabric | attribute: features, value: ['rolling', 'wear as a backpack', 'telescoping handle', 'self-locking zippers', 'Rollback privacy flap', 'Storage pocket', 'Interior collar clip', 'Removable Berber mat']","['East Side Collection', 'pet backpack', 'luggage-quality fabric', ['rolling', 'wear as a backpack', 'telescoping handle', 'self-locking zippers', 'Rollback privacy flap', 'Storage pocket', 'Interior collar clip', 'Removable Berber mat']]"
922496,B01944E1CA,mave,train,Item model number: M520V3 Running Shoe-M,feature,,,,,,"{""category"": ""running shoe"", ""intended_use"": ""Running""}","['category', 'intended_use']","attribute: category, value: running shoe | attribute: intended_use, value: Running","['running shoe', 'Running']"
1755435,B00BCO97KW,mave,test,"The Vibram FiveFingers Speed Shoes offer the look and feel of casual style footwear and is designed to accommodate a wide range of foot widths and instep heights thanks to the addition of a traditional lacing system. This combination gives the fans of FiveFingers a fantastic combination between fashion and function, with the same performance platform as the Bikila but with the adaptability and comfort that laces offer. Also featuring a 4mm thick TC-1 Rubber outsole for superb performance, protection and durability and 2mm EVA insole for extra cushioning.",description,,,,,,"{""brand"": ""Vibram"", ""category"": ""tênis esportivo"", ""style"": ""casual"", ""features"": [""wide range of foot widths and instep heights"", ""traditional lacing system"", ""4mm thick TC-1 Rubber outsole"", ""2mm EVA insole""], ""intended_use"": ""performance""}","['brand', 'category', 'style', 'features', 'intended_use']","attribute: brand, value: Vibram | attribute: category, value: tênis esportivo | attribute: style, value: casual | attribute: features, value: ['wide range of foot widths and instep heights', 'traditional lacing system', '4mm thick TC-1 Rubber outsole', '2mm EVA insole'] | attribute: intended_use, value: performance","['Vibram', 'tênis esportivo', 'casual', ['wide range of foot widths and instep heights', 'traditional lacing system', '4mm thick TC-1 Rubber outsole', '2mm EVA insole'], 'performance']"
1593397,B00ISWCMG2,mave,train,"SouvNear 811778020721 Tealight Holder with Elephant Figurines Tendrils Carved on The Side and a Rosette on The Top, Beige",title,,,,,,"{""brand"": ""SouvNear"", ""category"": ""figurines"", ""color"": ""Tealight Holder, Beige"", ""material"": ""unknown"", ""key_attributes"": [""Elephant Figurines"", ""Tendrils Carved on The Side"", ""Rosette on The Top""]}","['brand', 'category', 'color', 'material', 'key_attributes']","attribute: brand, value: SouvNear | attribute: category, value: figurines | attribute: color, value: Tealight Holder, Beige | attribute: material, value: unknown | attribute: key_attributes, value: ['Elephant Figurines', 'Tendrils Carved on The Side', 'Rosette on The Top']","['SouvNear', 'figurines', 'Tealight Holder, Beige', 'unknown', ['Elephant Figurines', 'Tendrils Carved on The Side', 'Rosette on The Top']]"
362419,B01FFE3VZG,mave,train,Brooch Weight: 19.7g,feature,,,,,,"{""weight"": ""19.7g""}",['weight'],"attribute: weight, value: 19.7g",['19.7g']
500993,B001AVREHA,mave,train,"Create traditional recipes in your kitchen with this Vasconia 4-Cup Granite Molcajete Mortar and Pestle. Enjoy an authentic, hands-on tool for grinding grains, spices, and herbs, as well as making salsas, guacamole, and pico de gallo. The beautiful granite Molcajete has a 4-cup capacity. This mortar and pestle looks great on the counter and also looks beautiful on the table serving a hand-prepared salsa. The smooth interior is an ideal grinding surface and overall it bears a classic, traditional design. This product is not dishwasher safe; hand washing is recommended.",description,,,,,,"{""brand"": ""Vasconia"", ""category"": ""molcajete"", ""material"": ""granito"", ""capacity"": ""4 cup"", ""intended_use"": ""grind grains, spices, herbs, salsas, guacamole, pico de gallo"", ""design"": ""classic, traditional""}","['brand', 'category', 'material', 'capacity', 'intended_use', 'design']","attribute: brand, value: Vasconia | attribute: category, value: molcajete | attribute: material, value: granito | attribute: capacity, value: 4 cup | attribute: intended_use, value: grind grains, spices, herbs, salsas, guacamole, pico de gallo | attribute: design, value: classic, traditional","['Vasconia', 'molcajete', 'granito', '4 cup', 'grind grains, spices, herbs, salsas, guacamole, pico de gallo', 'classic, traditional']"
2054751,B0197TKB0I,mave,train,"You are viewing the 96"" x 72"" Electric Projection Screen with Remote Control!. This electric auto projector projection is Ideal for home theater movies, classroom training, conference room presentations, public display, etc. High quality matte white surface provides 96""x72"" of viewing area with 4:3 aspect ratio and black masked borders to provide a sharp and clear picture. Durable matte white surface is the premier choice when ambient light is controllable. It diffuses projected light uniformly, and you will find a perfect visual enjoyment with optimal image and color reproduction.",description,,,,,,"{""brand"": null, ""category"": ""projection screen"", ""size"": ""96\"" x 72\"""", ""aspect_ratio"": ""4:3"", ""color"": ""matte white"", ""key_features"": [""electric auto projector"", ""remote control"", ""high quality matte white surface"", ""uniform light diffusion"", ""optimal image and color reproduction""]}","['brand', 'category', 'size', 'aspect_ratio', 'color', 'key_features']","attribute: brand, value: None | attribute: category, value: projection screen | attribute: size, value: 96"" x 72"" | attribute: aspect_ratio, value: 4:3 | attribute: color, value: matte white | attribute: key_features, value: ['electric auto projector', 'remote control', 'high quality matte white surface', 'uniform light diffusion', 'optimal image and color reproduction']","[None, 'projection screen', '96"" x 72""', '4:3', 'matte white', ['electric auto projector', 'remote control', 'high quality matte white surface', 'uniform light diffusion', 'optimal image and color reproduction']]"
1212188,B00U7W7LI0,mave,train,"New Swimline 9052 71"" Swimming Pool Inflatable Tub Lounger w/ 110 Volt Air Pump",title,,,,,,"{""brand"": ""New Swimline"", ""category"": ""piscina inflável"", ""size"": ""71\"""", ""material"": null, ""intended_use"": ""loungea"", ""power_source"": ""110 Volt""}","['brand', 'category', 'size', 'material', 'intended_use', 'power_source']","attribute: brand, value: New Swimline | attribute: category, value: piscina inflável | attribute: size, value: 71"" | attribute: material, value: None | attribute: intended_use, value: loungea | attribute: power_source, value: 110 Volt","['New Swimline', 'piscina inflável', '71""', None, 'loungea', '110 Volt']"
355287,B00PEXZVIO,mave,validation,Breckelle's JUDY-21 / JUDY-81 High Heel Stiletto Platform Peep Toe Anke Strap Party Pump,title,,,,,,"{""brand"": ""Breckelle's"", ""category"": ""calçados"", ""style"": ""High Heel Stiletto Platform Peep Toe Anke Strap Party Pump"", ""intended_use"": ""Party""}","['brand', 'category', 'style', 'intended_use']","attribute: brand, value: Breckelle's | attribute: category, value: calçados | attribute: style, value: High Heel Stiletto Platform Peep Toe Anke Strap Party Pump | attribute: intended_use, value: Party","[""Breckelle's"", 'calçados', 'High Heel Stiletto Platform Peep Toe Anke Strap Party Pump', 'Party']"
494726,B00657CAIC,mave,train,Counter height dining table with oak finish top and black legs and frame,feature,,,,,,"{""material"": ""oak"", ""finish"": ""top"", ""color"": ""black"", ""legs_frame_color"": ""black""}","['material', 'finish', 'color', 'legs_frame_color']","attribute: material, value: oak | attribute: finish, value: top | attribute: color, value: black | attribute: legs_frame_color, value: black","['oak', 'top', 'black', 'black']"
772399,B0007YZDV0,mave,train,Glass and stainless steel,feature,,,,,,"{""material"": ""glass, stainless steel""}",['material'],"attribute: material, value: glass, stainless steel","['glass, stainless steel']"
430953,B00QKXW0NQ,mave,test,Chatter the Simply Irresistible Monkey,title,,,,,,"{""brand"": null, ""category"": ""animal toy"", ""color"": null, ""size"": null, ""material"": null}","['brand', 'category', 'color', 'size', 'material']","attribute: brand, value: None | attribute: category, value: animal toy | attribute: color, value: None | attribute: size, value: None | attribute: material, value: None","[None, 'animal toy', None, None, None]"
665000,B01COKY7Y8,mave,train,Faber-Castell 48 Classic Color Pencils in NEW Reusable Clear Box + 2B Pencil & Sharpener,title,,,,,,"{""brand"": ""Faber-Castell"", ""category"": ""color pencils"", ""quantity"": ""48"", ""box_type"": ""reusable clear box"", ""included_items"": [""2B Pencil"", ""Sharpener""]}","['brand', 'category', 'quantity', 'box_type', 'included_items']","attribute: brand, value: Faber-Castell | attribute: category, value: color pencils | attribute: quantity, value: 48 | attribute: box_type, value: reusable clear box | attribute: included_items, value: ['2B Pencil', 'Sharpener']","['Faber-Castell', 'color pencils', '48', 'reusable clear box', ['2B Pencil', 'Sharpener']]"
1411090,B00AP5COI6,mave,train,Quiksilver Men's Mountain Wave Tank,title,,,,,,"{""brand"": ""Quiksilver"", ""category"": ""roupas de esporte/camisa"", ""material"": null, ""color"": null, ""sizes"": null, ""key_attributes"": [""Mountain Wave""]}","['brand', 'category', 'material', 'color', 'sizes', 'key_attributes']","attribute: brand, value: Quiksilver | attribute: category, value: roupas de esporte/camisa | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None | attribute: key_attributes, value: ['Mountain Wave']","['Quiksilver', 'roupas de esporte/camisa', None, None, None, ['Mountain Wave']]"
208171,B0052R7N60,mave,train,Aerosoles Women's Tornament Boot,title,,,,,,"{""brand"": ""Aerosoles"", ""category"": ""bota"", ""intended_use"": null, ""material"": null}","['brand', 'category', 'intended_use', 'material']","attribute: brand, value: Aerosoles | attribute: category, value: bota | attribute: intended_use, value: None | attribute: material, value: None","['Aerosoles', 'bota', None, None]"
896849,B00IUAF68S,mave,train,"Ingredients: Cane Sugar, Cane Sugar Syrup, Wheat Flour, Corn Starch, Contains 2% Or Less of The Following: Palm Oil, Citric Acid, Malic Acid, Colored With Fruit And Vegetable Juice Powders, Natural Flavor, Mono- and Di-Glycerides (Emulsifier), Licorice Extract.",description,,,,,,"{""ingredients"": [""Cane Sugar"", ""Cane Sugar Syrup"", ""Wheat Flour"", ""Corn Starch"", ""Palm Oil"", ""Citric Acid"", ""Malic Acid"", ""Fruit And Vegetable Juice Powders"", ""Natural Flavor"", ""Mono- and Di-Glycerides (Emulsifier)"", ""Licorice Extract""]}",['ingredients'],"attribute: ingredients, value: ['Cane Sugar', 'Cane Sugar Syrup', 'Wheat Flour', 'Corn Starch', 'Palm Oil', 'Citric Acid', 'Malic Acid', 'Fruit And Vegetable Juice Powders', 'Natural Flavor', 'Mono- and Di-Glycerides (Emulsifier)', 'Licorice Extract']","[['Cane Sugar', 'Cane Sugar Syrup', 'Wheat Flour', 'Corn Starch', 'Palm Oil', 'Citric Acid', 'Malic Acid', 'Fruit And Vegetable Juice Powders', 'Natural Flavor', 'Mono- and Di-Glycerides (Emulsifier)', 'Licorice Extract']]"
736816,B00R5XY8QW,mave,train,"Functions: 1.Time display: hour/min/sec display. 2.Calendar: available to switch to calendar display. 3.Temperature display: available to switch to Temperature display, 4.Alarm: you can set the alarm interval between from 1 to 60 minutes. 5.The ringtone adjusts from soft to loud, and slow to fast. 6.Brightness control: at night, it works as light, Then this clock can work as a little night light so is good for children's bedrooms. 7.With a hole in it's back, so it can be hang in the wall. 8.Mirror surface: its surface looks like a mirror when the power is off, it almost likes a cell phone surface effect. 9.Use AC adapter, battery CR2032 backup time. No need to reset time after the power renew Specificaion: Prouduct name: led alarm clock Color options: red, blue, white, green, yellow Shell Material: ABS/PS Product size(LWH): 9.37 inches2.2 inches3.35 inches Package: 1New led alarm clock 1Ac adapter 1Instruction",description,,,,,,"{""brand"": null, ""category"": ""alarm clock"", ""color"": [""red"", ""blue"", ""white"", ""green"", ""yellow""], ""material"": ""ABS/PS"", ""size"": ""9.37 inches2.2 inches3.35 inches"", ""key_attributes"": [""time display"", ""calendar"", ""temperature display"", ""alarm"", ""ringtone adjustment"", ""brightness control"", ""wall hanging"", ""mirror surface"", ""AC adapter"", ""battery backup""]}","['brand', 'category', 'color', 'material', 'size', 'key_attributes']","attribute: brand, value: None | attribute: category, value: alarm clock | attribute: color, value: ['red', 'blue', 'white', 'green', 'yellow'] | attribute: material, value: ABS/PS | attribute: size, value: 9.37 inches2.2 inches3.35 inches | attribute: key_attributes, value: ['time display', 'calendar', 'temperature display', 'alarm', 'ringtone adjustment', 'brightness control', 'wall hanging', 'mirror surface', 'AC adapter', 'battery backup']","[None, 'alarm clock', ['red', 'blue', 'white', 'green', 'yellow'], 'ABS/PS', '9.37 inches2.2 inches3.35 inches', ['time display', 'calendar', 'temperature display', 'alarm', 'ringtone adjustment', 'brightness control', 'wall hanging', 'mirror surface', 'AC adapter', 'battery backup']]"
851879,B000UTJO9O,mave,train,Holds 50 photos,feature,,,,,,"{""capacity"": ""50 photos""}",['capacity'],"attribute: capacity, value: 50 photos",['50 photos']
1835573,B017T4PV58,mave,train,"This is a high-quality and charming butterfly brooch. Intended Use: Anniversary/Mothers-day/Valentines-day/Birthday/Party/Prom/Casual Wear/Graduation.We strive for 100% customer satisfaction, its very important to us. We are committed to resolve all issues in a friendly and satisfactory manner. Orders will be sent within 1 business days. If you are satisfied with our product and service, please leave us a positive feedback and all 5-Star ratings, thank you so much. If you have any other questions, please feel free to contact us. Your opinions about our products or our service are much appreciated.",description,,,,,,"{""intended_use"": [""Anniversary"", ""Mothers-day"", ""Valentines-day"", ""Birthday"", ""Party"", ""Prom"", ""Casual Wear"", ""Graduation""], ""material"": ""Not specified""}","['intended_use', 'material']","attribute: intended_use, value: ['Anniversary', 'Mothers-day', 'Valentines-day', 'Birthday', 'Party', 'Prom', 'Casual Wear', 'Graduation'] | attribute: material, value: Not specified","[['Anniversary', 'Mothers-day', 'Valentines-day', 'Birthday', 'Party', 'Prom', 'Casual Wear', 'Graduation'], 'Not specified']"
987815,B00JBY9Y9E,mave,train,"Korean Style Canvas School Backpack Rucksack Shoulder Laptop Bag, Gift Idea",title,,,,,,"{""brand"": null, ""category"": ""mochila escolar"", ""material"": ""canvas"", ""intended_use"": ""escola"", ""gift_idea"": true}","['brand', 'category', 'material', 'intended_use', 'gift_idea']","attribute: brand, value: None | attribute: category, value: mochila escolar | attribute: material, value: canvas | attribute: intended_use, value: escola | attribute: gift_idea, value: True","[None, 'mochila escolar', 'canvas', 'escola', True]"
1936269,B004B3Y59O,mave,train,"Use this garland to decorate XMAS trees, wreaths, and home decor pieces",feature,,,,,,"{""intended_use"": [""XMAS trees"", ""wreaths"", ""home decor pieces""]}",['intended_use'],"attribute: intended_use, value: ['XMAS trees', 'wreaths', 'home decor pieces']","[['XMAS trees', 'wreaths', 'home decor pieces']]"
348189,B00DJ6DJLY,mave,train,Boys Rugby Blue Gray Stripe College Dorm Reversible Twin Xl Comforter Set (Bed in a Bag),title,,,,,,"{""brand"": ""Boys Rugby"", ""category"": ""comforter set"", ""color"": ""Blue Gray"", ""pattern"": ""Stripe"", ""size"": ""Twin XL"", ""type"": ""Bed in a Bag""}","['brand', 'category', 'color', 'pattern', 'size', 'type']","attribute: brand, value: Boys Rugby | attribute: category, value: comforter set | attribute: color, value: Blue Gray | attribute: pattern, value: Stripe | attribute: size, value: Twin XL | attribute: type, value: Bed in a Bag","['Boys Rugby', 'comforter set', 'Blue Gray', 'Stripe', 'Twin XL', 'Bed in a Bag']"
933240,B00FVRDF3Q,mave,train,Jack O'Neill Men's Surfside Short-Sleeve Shirt,title,,,,,,"{""brand"": ""Jack O'Neill"", ""category"": ""camisa"", ""intended_use"": ""surf"", ""sleeve_type"": ""short sleeve""}","['brand', 'category', 'intended_use', 'sleeve_type']","attribute: brand, value: Jack O'Neill | attribute: category, value: camisa | attribute: intended_use, value: surf | attribute: sleeve_type, value: short sleeve","[""Jack O'Neill"", 'camisa', 'surf', 'short sleeve']"
528301,B015G87Y6S,mave,train,DW CP9500DXF 9000 Series 3-leg Hi-hat Stand - Extended Footboard,title,,,,,,"{""brand"": ""DW"", ""category"": ""stand"", ""model"": ""CP9500DXF 9000 Series"", ""features"": [""3-leg"", ""Hi-hat Stand""], ""size"": null, ""material"": null, ""color"": null}","['brand', 'category', 'model', 'features', 'size', 'material', 'color']","attribute: brand, value: DW | attribute: category, value: stand | attribute: model, value: CP9500DXF 9000 Series | attribute: features, value: ['3-leg', 'Hi-hat Stand'] | attribute: size, value: None | attribute: material, value: None | attribute: color, value: None","['DW', 'stand', 'CP9500DXF 9000 Series', ['3-leg', 'Hi-hat Stand'], None, None, None]"
1453971,B001E5E21S,mave,train,"Rishi Tea Organic Pu-erh Ginger Loose Tea, 3.8-Ounce (Pack of 3)",title,,,,,,"{""brand"": ""Rishi Tea"", ""category"": ""chá"", ""size"": ""3.8-Ounce (Pack of 3)"", ""material"": null, ""color"": null, ""intended_use"": ""relaxamento""}","['brand', 'category', 'size', 'material', 'color', 'intended_use']","attribute: brand, value: Rishi Tea | attribute: category, value: chá | attribute: size, value: 3.8-Ounce (Pack of 3) | attribute: material, value: None | attribute: color, value: None | attribute: intended_use, value: relaxamento","['Rishi Tea', 'chá', '3.8-Ounce (Pack of 3)', None, None, 'relaxamento']"
1272883,B00NBI2M1S,mave,train,"Our 108"" round Checkered tablecloth is used on most round table as cover. This tablecloth would reach the floor on a 48"" round table and would be 6"" from the floor on a 60"" table ideal for outdoor use, or would be 12"" from the floor on a 72"" round table, giving it a casual look. This size is often used for round tables at home. The tablecloth is made in 3 panels in a symmetrical pattern to ensure the size to be 108"" round and that the tablecloth would remain perfectly round and to the size after years of use and wash. This tablecloth is made in our factory in USA, to the highest standards. The seams are made with a 5 thread over lock machine for durability and the edges are serged for a clean look.",description,,,,,,"{""brand"": ""Not specified"", ""category"": ""tablecloth"", ""size"": ""108\"""", ""material"": ""Not specified"", ""intended_use"": ""outdoor use"", ""pattern"": ""Checkered""}","['brand', 'category', 'size', 'material', 'intended_use', 'pattern']","attribute: brand, value: Not specified | attribute: category, value: tablecloth | attribute: size, value: 108"" | attribute: material, value: Not specified | attribute: intended_use, value: outdoor use | attribute: pattern, value: Checkered","['Not specified', 'tablecloth', '108""', 'Not specified', 'outdoor use', 'Checkered']"
436288,B007WAK5N8,mave,test,Chilly Dog sweaters are made following the fair trade guidelines. All sweaters are handmade and may vary slightly in color and style.,description,,,,,,"{""brand"": ""Chilly Dog"", ""category"": ""sweaters"", ""material"": null, ""color"": null, ""size"": null, ""intended_use"": null}","['brand', 'category', 'material', 'color', 'size', 'intended_use']","attribute: brand, value: Chilly Dog | attribute: category, value: sweaters | attribute: material, value: None | attribute: color, value: None | attribute: size, value: None | attribute: intended_use, value: None","['Chilly Dog', 'sweaters', None, None, None, None]"
1192644,B013XRLRIK,mave,train,Nalgene Tritan Kids / Children's Grip-n-gulp Water Bottle 12oz Purple Hoot Design,title,,,,,,"{""brand"": ""Nalgene"", ""category"": ""water bottle"", ""color"": ""Purple"", ""size"": ""12oz"", ""design"": ""Hoot Design""}","['brand', 'category', 'color', 'size', 'design']","attribute: brand, value: Nalgene | attribute: category, value: water bottle | attribute: color, value: Purple | attribute: size, value: 12oz | attribute: design, value: Hoot Design","['Nalgene', 'water bottle', 'Purple', '12oz', 'Hoot Design']"
122253,B0002AHQL4,mave,train,4x optical zoom lens; 6.3x digital zoom,feature,,,,,,"{""zoom"": ""optical zoom"", ""zoom_type"": ""digital zoom"", ""number_of_zoom"": ""4x""}","['zoom', 'zoom_type', 'number_of_zoom']","attribute: zoom, value: optical zoom | attribute: zoom_type, value: digital zoom | attribute: number_of_zoom, value: 4x","['optical zoom', 'digital zoom', '4x']"
141312,B000EDNLEU,mave,train,"7200 RPM spindle, 8 MB cache buffer",feature,,,,,,"{""category"": ""hardware"", ""speed"": ""7200 RPM"", ""cache_buffer"": ""8 MB""}","['category', 'speed', 'cache_buffer']","attribute: category, value: hardware | attribute: speed, value: 7200 RPM | attribute: cache_buffer, value: 8 MB","['hardware', '7200 RPM', '8 MB']"
1611761,B00E0H7GDS,mave,train,Stainless Steel Deliberate Clasp Closure Lunch Box 16cm Dia,title,,,,,,"{""brand"": null, ""category"": ""lunch box"", ""material"": ""stainless steel"", ""size"": ""16cm Dia""}","['brand', 'category', 'material', 'size']","attribute: brand, value: None | attribute: category, value: lunch box | attribute: material, value: stainless steel | attribute: size, value: 16cm Dia","[None, 'lunch box', 'stainless steel', '16cm Dia']"
1248694,B01A75BPLU,mave,train,"Officially licensed NHL Teammate Fathead logo decal is perfect for even the smallest room. Precision cut decals are made of a durable tear and fade resistant vinyl that you can place and move over and over again. Plus, it's safe for yor walls. Measures 11-inches by 11-inches.",description,,,,,,"{""brand"": ""NHL"", ""category"": ""decal"", ""size"": ""11-inches by 11-inches"", ""material"": ""vinyl"", ""intended_use"": ""decorar paredes"", ""key_attributes"": [""tear and fade resistant"", ""safe for walls""]}","['brand', 'category', 'size', 'material', 'intended_use', 'key_attributes']","attribute: brand, value: NHL | attribute: category, value: decal | attribute: size, value: 11-inches by 11-inches | attribute: material, value: vinyl | attribute: intended_use, value: decorar paredes | attribute: key_attributes, value: ['tear and fade resistant', 'safe for walls']","['NHL', 'decal', '11-inches by 11-inches', 'vinyl', 'decorar paredes', ['tear and fade resistant', 'safe for walls']]"
418348,B0012KB4D4,mave,train,"Cast a line for delicious seafood flavors with Purina Friskies Gravy Sensations Seafood Favorites adult wet cat food variety pack. Three different recipes deliver salmon, tuna or ocean whitefish to her dish for the delicate fish tastes cats purr for. Each recipe is smothered in a savory gravy for added flavor and moisture, giving your cat a reason to lick her dish clean. The tempting aroma sends a signal that something delectable awaits her at mealtime, and the 100% complete and balanced nutrition for adult cats lets you feel good about offering these wet cat foods to your feline friend. With 12 single-serve pouches in every package, this adult wet cat food collection makes it easy to keep your pantry stocked with all her favorite flavor combinations. Offer her a different recipe at each feeding, and watch as she delights in every mouthwatering bite before her. She doesn't like waiting for her food, and neither do you. Get delicious Purina wet cat food quickly from Amazon.com.",description,,,,,,"{""brand"": ""Purina"", ""category"": ""cat food"", ""intended_use"": ""adult cat"", ""recipes"": [""salmon"", ""tuna"", ""ocean whitefish""], ""color"": null, ""size"": null, ""material"": null, ""flavor"": ""seafood flavors"", ""key_attributes"": [""savory gravy"", ""delicate fish tastes"", ""complete and balanced nutrition""]}","['brand', 'category', 'intended_use', 'recipes', 'color', 'size', 'material', 'flavor', 'key_attributes']","attribute: brand, value: Purina | attribute: category, value: cat food | attribute: intended_use, value: adult cat | attribute: recipes, value: ['salmon', 'tuna', 'ocean whitefish'] | attribute: color, value: None | attribute: size, value: None | attribute: material, value: None | attribute: flavor, value: seafood flavors | attribute: key_attributes, value: ['savory gravy', 'delicate fish tastes', 'complete and balanced nutrition']","['Purina', 'cat food', 'adult cat', ['salmon', 'tuna', 'ocean whitefish'], None, None, None, 'seafood flavors', ['savory gravy', 'delicate fish tastes', 'complete and balanced nutrition']]"
1708635,B00LMKHRDA,mave,train,"The Celina headboard is a great piece to add elegance to your bedroom. You can spruce up the look of any queen or full frame bed with this headboard. Dimensions: 62"" L x 3.50"" W x 49.38"" H",description,,,,,,"{""brand"": null, ""category"": ""headboard"", ""dimensions"": {""length"": ""62\"""", ""width"": ""3.50\"""", ""height"": ""49.38\""""}, ""intended_use"": ""add elegance to bedroom"", ""frame_type"": null}","['brand', 'category', 'dimensions', 'intended_use', 'frame_type']","attribute: brand, value: None | attribute: category, value: headboard | attribute: dimensions, value: {'length': '62""', 'width': '3.50""', 'height': '49.38""'} | attribute: intended_use, value: add elegance to bedroom | attribute: frame_type, value: None","[None, 'headboard', {'length': '62""', 'width': '3.50""', 'height': '49.38""'}, 'add elegance to bedroom', None]"
798500,B00RZDHP3A,mave,train,Gund Baby Nicky Noodle Monkey Huggybuddy Baby Blanket,title,,,,,,"{""brand"": ""Gund"", ""category"": ""blanket"", ""intended_use"": ""Bebê""}","['brand', 'category', 'intended_use']","attribute: brand, value: Gund | attribute: category, value: blanket | attribute: intended_use, value: Bebê","['Gund', 'blanket', 'Bebê']"
1079897,B016RINM8A,mave,validation,Made in Mississippi Women's Premium V-Neck 6005 T-Shirt Humorous Tee Shirt,title,,,,,,"{""brand"": null, ""category"": ""camiseta"", ""material"": null, ""color"": null, ""sizes"": null, ""intended_use"": null}","['brand', 'category', 'material', 'color', 'sizes', 'intended_use']","attribute: brand, value: None | attribute: category, value: camiseta | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None | attribute: intended_use, value: None","[None, 'camiseta', None, None, None, None]"
901191,B00DL39YB4,mave,train,Installed Memory: 128MB DDR,description,,,,,,"{""memory_size"": ""128MB"", ""type"": ""DDR""}","['memory_size', 'type']","attribute: memory_size, value: 128MB | attribute: type, value: DDR","['128MB', 'DDR']"
237298,B000KA48G2,mave,train,Angels in America 27 x 40 Movie Poster - Style A,description,,,,,,"{""style"": ""Style A"", ""category"": ""Movie Poster"", ""dimensions"": [""27"", ""40""]}","['style', 'category', 'dimensions']","attribute: style, value: Style A | attribute: category, value: Movie Poster | attribute: dimensions, value: ['27', '40']","['Style A', 'Movie Poster', ['27', '40']]"
1040338,B00VJRFQA2,mave,train,"Little Lass offers cute and comfortable styles with quality construction. She is adorable in this 2 piece plaid set with a plaid top with disco dots, grosgrain ribbon belt and blue knit denim legging.",description,,,,,,"{""brand"": ""Little Lass"", ""category"": ""roupas femininas"", ""style"": ""cute and comfortable"", ""material"": ""denim"", ""color"": ""blue"", ""details"": [""plaid top with disco dots"", ""grosgrain ribbon belt""], ""sizes"": null, ""intended_use"": null}","['brand', 'category', 'style', 'material', 'color', 'details', 'sizes', 'intended_use']","attribute: brand, value: Little Lass | attribute: category, value: roupas femininas | attribute: style, value: cute and comfortable | attribute: material, value: denim | attribute: color, value: blue | attribute: details, value: ['plaid top with disco dots', 'grosgrain ribbon belt'] | attribute: sizes, value: None | attribute: intended_use, value: None","['Little Lass', 'roupas femininas', 'cute and comfortable', 'denim', 'blue', ['plaid top with disco dots', 'grosgrain ribbon belt'], None, None]"
160187,B007B9UEV8,mave,train,"A delicious full-bodied black tea from southwest India, Nilgiri is a lesser known region than India's more popular growing areas of Assam and Darjeeling. The environmental conditions in Nilgiri are perfect for growing quality, tasty teas. Perfect hot or iced.",description,,,,,,"{""brand"": null, ""category"": ""tea"", ""origin"": ""southwest India"", ""flavor"": ""full-bodied black tea"", ""intended_use"": ""hot or iced""}","['brand', 'category', 'origin', 'flavor', 'intended_use']","attribute: brand, value: None | attribute: category, value: tea | attribute: origin, value: southwest India | attribute: flavor, value: full-bodied black tea | attribute: intended_use, value: hot or iced","[None, 'tea', 'southwest India', 'full-bodied black tea', 'hot or iced']"
